;Normal < 2000;Normal > 2000;Extra < 2000;Extra > 2000
01-01-12;0.8785;0.8525;0.8941;0.8682
02-01-12;0.8785;0.8525;0.8941;0.8682
03-01-12;0.8784;0.8525;0.8941;0.8682
04-01-12;0.8784;0.8525;0.8941;0.8682
05-01-12;0.8784;0.8525;0.8941;0.8682
06-01-12;0.9235;0.8976;0.9314;0.9055
07-01-12;0.9235;0.8976;0.9314;0.9055
08-01-12;0.9235;0.8976;0.9314;0.9055
09-01-12;0.9235;0.8976;0.9314;0.9055
10-01-12;0.9235;0.8976;0.9314;0.9055
11-01-12;0.9235;0.8976;0.9314;0.9055
12-01-12;0.9235;0.8976;0.9314;0.9055
13-01-12;0.9235;0.8976;0.9579;0.932
14-01-12;0.9412;0.9152;0.9579;0.932
15-01-12;0.9412;0.9152;0.9579;0.932
16-01-12;0.9412;0.9152;0.9579;0.932
17-01-12;0.9412;0.9152;0.9579;0.932
18-01-12;0.9412;0.9152;0.9579;0.932
19-01-12;0.9412;0.9152;0.9579;0.932
20-01-12;0.9091;0.8832;0.924;0.8991
21-01-12;0.9091;0.8832;0.924;0.8991
22-01-12;0.9091;0.8832;0.924;0.8991
23-01-12;0.9091;0.8832;0.924;0.8991
24-01-12;0.9091;0.8832;0.924;0.8991
25-01-12;0.9091;0.8832;0.924;0.8991
26-01-12;0.9091;0.8832;0.924;0.8991
27-01-12;0.9091;0.8832;0.924;0.8991
28-01-12;0.8938;0.8679;0.9068;0.8809
29-01-12;0.8938;0.8679;0.9068;0.8809
30-01-12;0.8938;0.8679;0.9068;0.8809
31-01-12;0.8938;0.8679;0.9068;0.8809
01-02-12;0.8938;0.8679;0.9068;0.8809
02-02-12;0.8938;0.8679;0.9068;0.8809
03-02-12;0.8938;0.8679;0.9068;0.8809
04-02-12;0.8938;0.8679;0.9068;0.8809
05-02-12;0.8938;0.8679;0.9068;0.8809
06-02-12;0.8938;0.8679;0.9068;0.8809
07-02-12;0.8938;0.8679;0.9068;0.8809
08-02-12;0.9356;0.9096;0.9506;0.9247
09-02-12;0.9356;0.9096;0.9506;0.9247
10-02-12;0.9356;0.9096;0.934;0.9081
11-02-12;0.9356;0.9096;0.934;0.9081
12-02-12;0.9356;0.9096;0.934;0.9081
13-02-12;0.9356;0.9096;0.934;0.9081
14-02-12;0.9356;0.9096;0.934;0.9081
15-02-12;0.9356;0.9096;0.934;0.9081
16-02-12;0.9356;0.9096;0.934;0.9081
17-02-12;0.9356;0.9096;0.9586;0.9327
18-02-12;0.9356;0.9096;0.9586;0.9327
19-02-12;0.9356;0.9096;0.9586;0.9327
20-02-12;0.9356;0.9096;0.9586;0.9327
21-02-12;0.9356;0.9096;0.9586;0.9327
22-02-12;0.9356;0.9096;0.9586;0.9327
23-02-12;0.9356;0.9096;0.9586;0.9327
24-02-12;0.9515;0.9256;0.9586;0.9327
25-02-12;0.9515;0.9256;0.9586;0.9327
26-02-12;0.9515;0.9256;0.9586;0.9327
27-02-12;0.9515;0.9256;0.9586;0.9327
28-02-12;0.9515;0.9256;0.9586;0.9327
29-02-12;0.9515;0.9256;0.9586;0.9327
01-03-12;0.9515;0.9256;0.9586;0.9327
02-03-12;0.9515;0.9256;0.9586;0.9327
03-03-12;0.9338;0.9079;0.9586;0.9327
04-03-12;0.9338;0.9079;0.9586;0.9327
05-03-12;0.9338;0.9079;0.9586;0.9327
06-03-12;0.9338;0.9079;0.9586;0.9327
07-03-12;0.9338;0.9079;0.9586;0.9327
08-03-12;0.9338;0.9079;0.9586;0.9327
09-03-12;0.9338;0.9079;0.9586;0.9327
10-03-12;0.9338;0.9079;0.9586;0.9327
11-03-12;0.9338;0.9079;0.9586;0.9327
12-03-12;0.9338;0.9079;0.9586;0.9327
13-03-12;0.9616;0.9357;0.9586;0.9327
14-03-12;0.9616;0.9357;0.9586;0.9327
15-03-12;0.9616;0.9357;0.9869;0.961
16-03-12;0.9616;0.9357;0.9869;0.961
17-03-12;0.9616;0.9357;0.9869;0.961
18-03-12;0.9616;0.9357;0.9869;0.961
19-03-12;0.9616;0.9357;0.9869;0.961
20-03-12;0.9616;0.9357;0.9869;0.961
21-03-12;0.9616;0.9357;0.9869;0.961
22-03-12;0.9616;0.9357;0.9869;0.961
23-03-12;0.9616;0.9357;0.9869;0.961
24-03-12;0.9616;0.9357;0.9601;0.9342
25-03-12;0.9616;0.9357;0.9601;0.9342
26-03-12;0.9616;0.9357;0.9601;0.9342
27-03-12;0.9616;0.9357;0.9601;0.9342
28-03-12;0.9616;0.9357;0.9601;0.9342
29-03-12;0.9459;0.92;0.9601;0.9342
30-03-12;0.9459;0.92;0.9601;0.9342
31-03-12;0.9459;0.92;0.9601;0.9342
01-04-12;0.9459;0.92;0.9601;0.9342
02-04-12;0.9459;0.92;0.9601;0.9342
03-04-12;0.947;0.9208;0.9612;0.935
04-04-12;0.947;0.9208;0.9612;0.935
05-04-12;0.947;0.9208;0.9612;0.935
06-04-12;0.947;0.9208;0.9612;0.935
07-04-12;0.947;0.9208;0.9612;0.935
08-04-12;0.947;0.9208;0.9612;0.935
09-04-12;0.947;0.9208;0.9612;0.935
10-04-12;0.947;0.9208;0.9612;0.935
11-04-12;0.947;0.9208;0.9612;0.935
12-04-12;0.947;0.9208;0.9612;0.935
13-04-12;0.947;0.9208;0.9612;0.935
14-04-12;0.947;0.9208;0.9612;0.935
15-04-12;0.947;0.9208;0.9612;0.935
16-04-12;0.947;0.9208;0.9612;0.935
17-04-12;0.947;0.9208;0.9612;0.935
18-04-12;0.947;0.9208;0.9612;0.935
19-04-12;0.947;0.9208;0.9612;0.935
20-04-12;0.9299;0.9037;0.9461;0.9199
21-04-12;0.9299;0.9037;0.9461;0.9199
22-04-12;0.9299;0.9037;0.9461;0.9199
23-04-12;0.9299;0.9037;0.9461;0.9199
24-04-12;0.9299;0.9037;0.9461;0.9199
25-04-12;0.9299;0.9037;0.9461;0.9199
26-04-12;0.9299;0.9037;0.9461;0.9199
27-04-12;0.9299;0.9037;0.9461;0.9199
28-04-12;0.9299;0.9037;0.9461;0.9199
29-04-12;0.9299;0.9037;0.9461;0.9199
30-04-12;0.9299;0.9037;0.9461;0.9199
01-05-12;0.9299;0.9037;0.9461;0.9199
02-05-12;0.9299;0.9037;0.9461;0.9199
03-05-12;0.94;0.9138;0.9461;0.9199
04-05-12;0.94;0.9138;0.9461;0.9199
05-05-12;0.94;0.9138;0.9461;0.9199
06-05-12;0.94;0.9138;0.9461;0.9199
07-05-12;0.94;0.9138;0.9461;0.9199
08-05-12;0.94;0.9138;0.9461;0.9199
09-05-12;0.9133;0.8871;0.9461;0.9199
10-05-12;0.9109;0.8847;0.9133;0.8871
11-05-12;0.9109;0.8847;0.9133;0.8871
12-05-12;0.9109;0.8847;0.9133;0.8871
13-05-12;0.9109;0.8847;0.9133;0.8871
14-05-12;0.9109;0.8847;0.9133;0.8871
15-05-12;0.9109;0.8847;0.9133;0.8871
16-05-12;0.9109;0.8847;0.9133;0.8871
17-05-12;0.9109;0.8847;0.9133;0.8871
18-05-12;0.9109;0.8847;0.9133;0.8871
19-05-12;0.9109;0.8847;0.9133;0.8871
20-05-12;0.9109;0.8847;0.9133;0.8871
21-05-12;0.9109;0.8847;0.9133;0.8871
22-05-12;0.9109;0.8847;0.9133;0.8871
23-05-12;0.895;0.8688;0.9109;0.8847
24-05-12;0.895;0.8688;0.9109;0.8847
25-05-12;0.895;0.8688;0.9109;0.8847
26-05-12;0.895;0.8688;0.9109;0.8847
27-05-12;0.895;0.8688;0.9109;0.8847
28-05-12;0.895;0.8688;0.9109;0.8847
29-05-12;0.895;0.8688;0.9109;0.8847
30-05-12;0.895;0.8688;0.9109;0.8847
31-05-12;0.895;0.8688;0.9109;0.8847
01-06-12;0.895;0.8688;0.9109;0.8847
02-06-12;0.895;0.8688;0.9109;0.8847
03-06-12;0.895;0.8688;0.9109;0.8847
04-06-12;0.895;0.8688;0.9109;0.8847
05-06-12;0.895;0.8688;0.8754;0.8493
06-06-12;0.8588;0.8326;0.8754;0.8493
07-06-12;0.8588;0.8326;0.8754;0.8493
08-06-12;0.8588;0.8326;0.8754;0.8493
09-06-12;0.8588;0.8326;0.8754;0.8493
10-06-12;0.8588;0.8326;0.8754;0.8493
11-06-12;0.8588;0.8326;0.8754;0.8493
12-06-12;0.8588;0.8326;0.8754;0.8493
13-06-12;0.8588;0.8326;0.8754;0.8493
14-06-12;0.8588;0.8326;0.8754;0.8493
15-06-12;0.8588;0.8326;0.8754;0.8493
16-06-12;0.8588;0.8326;0.8754;0.8493
17-06-12;0.8588;0.8326;0.8754;0.8493
18-06-12;0.8588;0.8326;0.8754;0.8493
19-06-12;0.8588;0.8326;0.8754;0.8493
20-06-12;0.8588;0.8326;0.8584;0.8322
21-06-12;0.8588;0.8326;0.8584;0.8322
22-06-12;0.84;0.8138;0.8584;0.8322
23-06-12;0.84;0.8138;0.8584;0.8322
24-06-12;0.84;0.8138;0.8584;0.8322
25-06-12;0.84;0.8138;0.8584;0.8322
26-06-12;0.84;0.8138;0.8584;0.8322
27-06-12;0.84;0.8138;0.8584;0.8322
28-06-12;0.84;0.8138;0.8584;0.8322
29-06-12;0.84;0.8138;0.8584;0.8322
30-06-12;0.84;0.8138;0.8584;0.8322
01-07-12;0.84;0.8138;0.8584;0.8322
02-07-12;0.84;0.8138;0.8584;0.8322
03-07-12;0.8405;0.8143;0.8589;0.8327
04-07-12;0.8405;0.8143;0.8589;0.8327
05-07-12;0.8405;0.8143;0.8589;0.8327
06-07-12;0.8733;0.8471;0.8992;0.873
07-07-12;0.8733;0.8471;0.8992;0.873
08-07-12;0.8733;0.8471;0.8992;0.873
09-07-12;0.8733;0.8471;0.8992;0.873
10-07-12;0.8733;0.8471;0.8992;0.873
11-07-12;0.8733;0.8471;0.8992;0.873
12-07-12;0.8733;0.8471;0.8992;0.873
13-07-12;0.8897;0.8636;0.9112;0.8851
14-07-12;0.8897;0.8636;0.9112;0.8851
15-07-12;0.8897;0.8636;0.9112;0.8851
16-07-12;0.8897;0.8636;0.9112;0.8851
17-07-12;0.8897;0.8636;0.9112;0.8851
18-07-12;0.8897;0.8636;0.9112;0.8851
19-07-12;0.8897;0.8636;0.9409;0.9148
20-07-12;0.8897;0.8636;0.9409;0.9148
21-07-12;0.9291;0.903;0.9409;0.9148
22-07-12;0.9291;0.903;0.9409;0.9148
23-07-12;0.9291;0.903;0.9409;0.9148
24-07-12;0.9291;0.903;0.9409;0.9148
25-07-12;0.914;0.8878;0.9409;0.9148
26-07-12;0.914;0.8878;0.9409;0.9148
27-07-12;0.914;0.8878;0.9409;0.9148
28-07-12;0.914;0.8878;0.9409;0.9148
29-07-12;0.914;0.8878;0.9409;0.9148
30-07-12;0.914;0.8878;0.9409;0.9148
31-07-12;0.914;0.8878;0.9409;0.9148
01-08-12;0.914;0.8878;0.9409;0.9148
02-08-12;0.914;0.8878;0.9409;0.9148
03-08-12;0.914;0.8878;0.9409;0.9148
04-08-12;0.914;0.8878;0.9409;0.9148
05-08-12;0.914;0.8878;0.9409;0.9148
06-08-12;0.914;0.8878;0.9409;0.9148
07-08-12;0.914;0.8878;0.9409;0.9148
08-08-12;0.914;0.8878;0.9409;0.9148
09-08-12;0.9393;0.9132;0.9671;0.941
10-08-12;0.9393;0.9132;0.9671;0.941
11-08-12;0.9393;0.9132;0.9671;0.941
12-08-12;0.9393;0.9132;0.9671;0.941
13-08-12;0.9393;0.9132;0.9671;0.941
14-08-12;0.9393;0.9132;0.9671;0.941
15-08-12;0.9393;0.9132;0.9671;0.941
16-08-12;0.9393;0.9132;0.9671;0.941
17-08-12;0.9663;0.9401;0.9862;0.96
18-08-12;0.9663;0.9401;0.9862;0.96
19-08-12;0.9663;0.9401;0.9862;0.96
20-08-12;0.9663;0.9401;0.9862;0.96
21-08-12;0.9663;0.9401;0.9862;0.96
22-08-12;0.9663;0.9401;0.9862;0.96
23-08-12;0.9663;0.9401;0.9862;0.96
24-08-12;0.9663;0.9401;0.9953;0.9691
25-08-12;0.9663;0.9401;0.9953;0.9691
26-08-12;0.9663;0.9401;0.9953;0.9691
27-08-12;0.9663;0.9401;0.9953;0.9691
28-08-12;0.9663;0.9401;0.9953;0.9691
29-08-12;0.9663;0.9401;0.9953;0.9691
30-08-12;0.9663;0.9401;0.9953;0.9691
31-08-12;0.9663;0.9401;0.9953;0.9691
01-09-12;0.9663;0.9401;0.9953;0.9691
02-09-12;0.9663;0.9401;0.9953;0.9691
03-09-12;0.9663;0.9401;0.9953;0.9691
04-09-12;0.9663;0.9401;0.9953;0.9691
05-09-12;0.9663;0.9401;0.9953;0.9691
06-09-12;0.9663;0.9401;0.9953;0.9691
07-09-12;0.9663;0.9401;0.9953;0.9691
08-09-12;0.9663;0.9401;0.9953;0.9691
09-09-12;0.9663;0.9401;0.9953;0.9691
10-09-12;0.9663;0.9401;0.9953;0.9691
11-09-12;0.9663;0.9401;0.9953;0.9691
12-09-12;0.9663;0.9401;0.9953;0.9691
13-09-12;0.9663;0.9401;0.9953;0.9691
14-09-12;0.9541;0.9279;0.9865;0.9603
15-09-12;0.9541;0.9279;0.9865;0.9603
16-09-12;0.9541;0.9279;0.9865;0.9603
17-09-12;0.9541;0.9279;0.9865;0.9603
18-09-12;0.9541;0.9279;0.9865;0.9603
19-09-12;0.9541;0.9279;0.9865;0.9603
20-09-12;0.9541;0.9279;0.9865;0.9603
21-09-12;0.9134;0.8872;0.9432;0.917
22-09-12;0.9134;0.8872;0.9432;0.917
23-09-12;0.9134;0.8872;0.9432;0.917
24-09-12;0.9134;0.8872;0.9432;0.917
25-09-12;0.9134;0.8872;0.9476;0.921
26-09-12;0.9134;0.8872;0.9476;0.921
27-09-12;0.9322;0.906;0.9579;0.9317
28-09-12;0.9322;0.906;0.9579;0.9317
29-09-12;0.9322;0.906;0.9579;0.9317
30-09-12;0.9322;0.906;0.9579;0.9317
01-10-12;0.9322;0.906;0.9579;0.9317
02-10-12;0.9331;0.9065;0.9588;0.9321
03-10-12;0.9331;0.9065;0.9588;0.9321
04-10-12;0.9331;0.9065;0.9757;0.949
05-10-12;0.9331;0.9065;0.9757;0.949
06-10-12;0.9331;0.9065;0.9757;0.949
07-10-12;0.9331;0.9065;0.9757;0.949
08-10-12;0.9331;0.9065;0.9757;0.949
09-10-12;0.9331;0.9065;0.9757;0.949
10-10-12;0.9331;0.9065;0.9757;0.949
11-10-12;0.9331;0.9065;0.9757;0.949
12-10-12;0.9722;0.9456;0.9757;0.949
13-10-12;0.9722;0.9456;10079;0.9812
14-10-12;0.9722;0.9456;10079;0.9812
15-10-12;0.9722;0.9456;10079;0.9812
16-10-12;0.9722;0.9456;10079;0.9812
17-10-12;0.9597;0.9331;0.9816;0.955
18-10-12;0.9597;0.9331;0.9816;0.955
19-10-12;0.9597;0.9331;0.9816;0.955
20-10-12;0.9597;0.9331;0.9816;0.955
21-10-12;0.9597;0.9331;0.9816;0.955
22-10-12;0.9597;0.9331;0.9816;0.955
23-10-12;0.9597;0.9331;0.9816;0.955
24-10-12;0.9597;0.9331;0.9816;0.955
25-10-12;0.9208;0.8942;0.9476;0.921
26-10-12;0.9208;0.8942;0.9476;0.921
27-10-12;0.9208;0.8942;0.9476;0.921
28-10-12;0.9208;0.8942;0.9476;0.921
29-10-12;0.9208;0.8942;0.9476;0.921
30-10-12;0.9343;0.9077;0.9657;0.9391
31-10-12;0.9343;0.9077;0.9657;0.9391
01-11-12;0.9343;0.9077;0.9657;0.9391
02-11-12;0.9343;0.9077;0.9657;0.9391
03-11-12;0.9343;0.9077;0.9657;0.9391
04-11-12;0.9343;0.9077;0.9657;0.9391
05-11-12;0.9343;0.9077;0.9657;0.9391
06-11-12;0.906;0.8793;0.9409;0.9143
07-11-12;0.906;0.8793;0.9409;0.9143
08-11-12;0.906;0.8793;0.9409;0.9143
09-11-12;0.906;0.8793;0.9409;0.9143
10-11-12;0.906;0.8793;0.9409;0.9143
11-11-12;0.906;0.8793;0.9409;0.9143
12-11-12;0.906;0.8793;0.9409;0.9143
13-11-12;0.906;0.8793;0.9532;0.9265
14-11-12;0.906;0.8793;0.9532;0.9265
15-11-12;0.906;0.8793;0.9532;0.9265
16-11-12;0.906;0.8793;0.9532;0.9265
17-11-12;0.906;0.8793;0.9532;0.9265
18-11-12;0.906;0.8793;0.9532;0.9265
19-11-12;0.906;0.8793;0.9532;0.9265
20-11-12;0.906;0.8793;0.9407;0.9141
21-11-12;0.906;0.8793;0.9407;0.9141
22-11-12;0.906;0.8793;0.9407;0.9141
23-11-12;0.906;0.8793;0.9407;0.9141
24-11-12;0.9133;0.8867;0.9407;0.9141
25-11-12;0.9133;0.8867;0.9407;0.9141
26-11-12;0.9133;0.8867;0.9407;0.9141
27-11-12;0.9133;0.8867;0.9407;0.9141
28-11-12;0.9133;0.8867;0.9407;0.9141
29-11-12;0.9133;0.8867;0.9407;0.9141
30-11-12;0.9133;0.8867;0.9407;0.9141
01-12-12;0.9133;0.8867;0.9407;0.9141
02-12-12;0.9133;0.8867;0.9407;0.9141
03-12-12;0.9133;0.8867;0.9407;0.9141
04-12-12;0.9133;0.8867;0.9407;0.9141
05-12-12;0.9133;0.8867;0.9407;0.9141
06-12-12;0.8912;0.8646;0.9086;0.882
07-12-12;0.8912;0.8646;0.9086;0.882
08-12-12;0.8912;0.8646;0.9086;0.882
09-12-12;0.8912;0.8646;0.9086;0.882
10-12-12;0.8912;0.8646;0.9086;0.882
11-12-12;0.8912;0.8646;0.9086;0.882
12-12-12;0.8912;0.8646;0.9086;0.882
13-12-12;0.8912;0.8646;0.9086;0.882
14-12-12;0.8827;0.8561;0.899;0.8723
15-12-12;0.8827;0.8561;0.899;0.8723
16-12-12;0.8827;0.8561;0.899;0.8723
17-12-12;0.8827;0.8561;0.899;0.8723
18-12-12;0.8827;0.8561;0.899;0.8723
19-12-12;0.8827;0.8561;0.899;0.8723
20-12-12;0.8827;0.8561;0.899;0.8723
21-12-12;0.8827;0.8561;0.899;0.8723
22-12-12;0.8827;0.8561;0.899;0.8723
23-12-12;0.8827;0.8561;0.899;0.8723
24-12-12;0.8827;0.8561;0.899;0.8723
25-12-12;0.8827;0.8561;0.899;0.8723
26-12-12;0.8827;0.8561;0.899;0.8723
27-12-12;0.8827;0.8561;0.899;0.8723
28-12-12;0.8827;0.8561;0.899;0.8723
29-12-12;0.8827;0.8561;0.899;0.8723
30-12-12;0.8827;0.8561;0.899;0.8723
31-12-12;0.8827;0.8561;0.899;0.8723
01-01-13;0.8832;0.8566;0.8995;0.8729
02-01-13;0.8832;0.8566;0.8995;0.8729
03-01-13;0.8832;0.8566;0.8995;0.8729
04-01-13;0.8832;0.8566;0.8995;0.8729
05-01-13;0.8832;0.8566;0.8995;0.8729
06-01-13;0.8832;0.8566;0.8995;0.8729
07-01-13;0.8832;0.8566;0.8995;0.8729
08-01-13;0.8832;0.8566;0.8995;0.8729
09-01-13;0.8832;0.8566;0.8995;0.8729
10-01-13;0.9013;0.8747;0.9191;0.8925
11-01-13;0.9013;0.8747;0.9191;0.8925
12-01-13;0.9013;0.8747;0.9191;0.8925
13-01-13;0.9013;0.8747;0.9191;0.8925
14-01-13;0.9013;0.8747;0.9191;0.8925
15-01-13;0.9013;0.8747;0.9191;0.8925
16-01-13;0.9013;0.8747;0.9191;0.8925
17-01-13;0.9013;0.8747;0.9191;0.8925
18-01-13;0.9013;0.8747;0.9191;0.8925
19-01-13;0.9013;0.8747;0.9009;0.8743
20-01-13;0.9013;0.8747;0.9009;0.8743
21-01-13;0.9013;0.8747;0.9009;0.8743
22-01-13;0.9013;0.8747;0.9009;0.8743
23-01-13;0.9013;0.8747;0.9009;0.8743
24-01-13;0.9013;0.8747;0.9009;0.8743
25-01-13;0.9013;0.8747;0.9009;0.8743
26-01-13;0.9013;0.8747;0.9009;0.8743
27-01-13;0.9013;0.8747;0.9009;0.8743
28-01-13;0.9013;0.8747;0.9009;0.8743
29-01-13;0.9013;0.8747;0.9009;0.8743
30-01-13;0.9013;0.8747;0.9077;0.881
31-01-13;0.9013;0.8747;0.9077;0.881
01-02-13;0.9013;0.8747;0.9077;0.881
02-02-13;0.9116;0.8849;0.9077;0.881
03-02-13;0.9116;0.8849;0.9077;0.881
04-02-13;0.9116;0.8849;0.9077;0.881
05-02-13;0.9116;0.8849;0.9077;0.881
06-02-13;0.9116;0.8849;0.9077;0.881
07-02-13;0.9116;0.8849;0.9287;0.9021
08-02-13;0.9116;0.8849;0.9287;0.9021
09-02-13;0.9116;0.8849;0.9287;0.9021
10-02-13;0.9116;0.8849;0.9287;0.9021
11-02-13;0.9116;0.8849;0.9287;0.9021
12-02-13;0.9499;0.9233;0.9287;0.9021
13-02-13;0.9499;0.9233;0.9287;0.9021
14-02-13;0.9326;0.9059;0.9287;0.9021
15-02-13;0.9326;0.9059;0.9388;0.9122
16-02-13;0.9326;0.9059;0.9388;0.9122
17-02-13;0.9326;0.9059;0.9388;0.9122
18-02-13;0.9326;0.9059;0.9388;0.9122
19-02-13;0.9326;0.9059;0.9388;0.9122
20-02-13;0.9326;0.9059;0.9388;0.9122
21-02-13;0.9326;0.9059;0.9388;0.9122
22-02-13;0.9326;0.9059;0.9388;0.9122
23-02-13;0.9326;0.9059;0.9388;0.9122
24-02-13;0.9326;0.9059;0.9388;0.9122
25-02-13;0.9326;0.9059;0.9388;0.9122
26-02-13;0.9326;0.9059;0.9388;0.9122
27-02-13;0.9143;0.8876;0.9388;0.9122
28-02-13;0.9143;0.8876;0.9388;0.9122
01-03-13;0.9143;0.8876;0.9388;0.9122
02-03-13;0.9143;0.8876;0.9388;0.9122
03-03-13;0.9143;0.8876;0.9137;0.887
04-03-13;0.9143;0.8876;0.9137;0.887
05-03-13;0.9143;0.8876;0.9137;0.887
06-03-13;0.9143;0.8876;0.9137;0.887
07-03-13;0.8841;0.8574;0.9137;0.887
08-03-13;0.8841;0.8574;0.9137;0.887
09-03-13;0.8841;0.8574;0.9137;0.887
10-03-13;0.8841;0.8574;0.9137;0.887
11-03-13;0.8841;0.8574;0.9137;0.887
12-03-13;0.8841;0.8574;0.9137;0.887
13-03-13;0.8841;0.8574;0.9137;0.887
14-03-13;0.8841;0.8574;0.9137;0.887
15-03-13;0.8841;0.8574;0.9137;0.887
16-03-13;0.8841;0.8574;0.9015;0.8748
17-03-13;0.8841;0.8574;0.9015;0.8748
18-03-13;0.8841;0.8574;0.9015;0.8748
19-03-13;0.8841;0.8574;0.9015;0.8748
20-03-13;0.8841;0.8574;0.9015;0.8748
21-03-13;0.8841;0.8574;0.9015;0.8748
22-03-13;0.8841;0.8574;0.9015;0.8748
23-03-13;0.8841;0.8574;0.9015;0.8748
24-03-13;0.8732;0.8466;0.9015;0.8748
25-03-13;0.8732;0.8466;0.9015;0.8748
26-03-13;0.8732;0.8466;0.9015;0.8748
27-03-13;0.8732;0.8466;0.8869;0.8602
28-03-13;0.8732;0.8466;0.8869;0.8602
29-03-13;0.8732;0.8466;0.8869;0.8602
30-03-13;0.8732;0.8466;0.8869;0.8602
31-03-13;0.8732;0.8466;0.9103;0.8836
01-04-13;0.8732;0.8466;0.9103;0.8836
02-04-13;0.8732;0.8466;0.9103;0.8836
03-04-13;0.8732;0.8466;0.9103;0.8836
04-04-13;0.8898;0.8631;0.9096;0.8828
05-04-13;0.8898;0.8631;0.9096;0.8828
06-04-13;0.8898;0.8631;0.9096;0.8828
07-04-13;0.8898;0.8631;0.9096;0.8828
08-04-13;0.8898;0.8631;0.9096;0.8828
09-04-13;0.8898;0.8631;0.9096;0.8828
10-04-13;0.8898;0.8631;0.9096;0.8828
11-04-13;0.8537;0.8269;0.8749;0.8481
12-04-13;0.8537;0.8269;0.8749;0.8481
13-04-13;0.8537;0.8269;0.8749;0.8481
14-04-13;0.8537;0.8269;0.8749;0.8481
15-04-13;0.8537;0.8269;0.8749;0.8481
16-04-13;0.8537;0.8269;0.8749;0.8481
17-04-13;0.8537;0.8269;0.8749;0.8481
18-04-13;0.8537;0.8269;0.8401;0.8133
19-04-13;0.8108;0.7841;0.8401;0.8133
20-04-13;0.8108;0.7841;0.8401;0.8133
21-04-13;0.8108;0.7841;0.8401;0.8133
22-04-13;0.8108;0.7841;0.8401;0.8133
23-04-13;0.8108;0.7841;0.8401;0.8133
24-04-13;0.8108;0.7841;0.8401;0.8133
25-04-13;0.8108;0.7841;0.8401;0.8133
26-04-13;0.8108;0.7841;0.8401;0.8133
27-04-13;0.8108;0.7841;0.8401;0.8133
28-04-13;0.8108;0.7841;0.8401;0.8133
29-04-13;0.8108;0.7841;0.8401;0.8133
30-04-13;0.8108;0.7841;0.8401;0.8133
01-05-13;0.8362;0.8094;0.8637;0.837
02-05-13;0.8362;0.8094;0.8637;0.837
03-05-13;0.8362;0.8094;0.8637;0.837
04-05-13;0.8362;0.8094;0.8281;0.8014
05-05-13;0.8085;0.7818;0.8281;0.8014
06-05-13;0.8085;0.7818;0.8281;0.8014
07-05-13;0.8085;0.7818;0.8281;0.8014
08-05-13;0.8085;0.7818;0.8532;0.8265
09-05-13;0.8308;0.804;0.8532;0.8265
10-05-13;0.8308;0.804;0.8532;0.8265
11-05-13;0.8308;0.804;0.8532;0.8265
12-05-13;0.8308;0.804;0.8532;0.8265
13-05-13;0.8308;0.804;0.8532;0.8265
14-05-13;0.8308;0.804;0.8532;0.8265
15-05-13;0.8308;0.804;0.8532;0.8265
16-05-13;0.8308;0.804;0.8532;0.8265
17-05-13;0.8308;0.804;0.8532;0.8265
18-05-13;0.8308;0.804;0.8532;0.8265
19-05-13;0.8545;0.8277;0.8532;0.8265
20-05-13;0.8545;0.8277;0.8532;0.8265
21-05-13;0.8545;0.8277;0.8532;0.8265
22-05-13;0.8545;0.8277;0.8532;0.8265
23-05-13;0.8545;0.8277;0.8776;0.8508
24-05-13;0.8545;0.8277;0.8776;0.8508
25-05-13;0.8545;0.8277;0.8776;0.8508
26-05-13;0.8545;0.8277;0.8501;0.8233
27-05-13;0.8545;0.8277;0.8501;0.8233
28-05-13;0.8545;0.8277;0.8501;0.8233
29-05-13;0.8545;0.8277;0.8501;0.8233
30-05-13;0.8545;0.8277;0.8501;0.8233
31-05-13;0.8545;0.8277;0.8501;0.8233
01-06-13;0.8464;0.8196;0.8501;0.8233
02-06-13;0.8464;0.8196;0.8501;0.8233
03-06-13;0.8464;0.8196;0.8501;0.8233
04-06-13;0.8464;0.8196;0.8501;0.8233
05-06-13;0.8464;0.8196;0.8501;0.8233
06-06-13;0.8464;0.8196;0.8501;0.8233
07-06-13;0.8464;0.8196;0.8501;0.8233
08-06-13;0.8464;0.8196;0.8501;0.8233
09-06-13;0.8373;0.8105;0.8501;0.8233
10-06-13;0.8373;0.8105;0.8501;0.8233
11-06-13;0.8373;0.8105;0.8501;0.8233
12-06-13;0.8373;0.8105;0.8501;0.8233
13-06-13;0.8373;0.8105;0.8501;0.8233
14-06-13;0.8373;0.8105;0.8501;0.8233
15-06-13;0.8373;0.8105;0.8501;0.8233
16-06-13;0.8373;0.8105;0.8501;0.8233
17-06-13;0.8373;0.8105;0.8501;0.8233
18-06-13;0.8373;0.8105;0.8501;0.8233
19-06-13;0.8373;0.8105;0.8501;0.8233
20-06-13;0.8373;0.8105;0.8501;0.8233
21-06-13;0.8373;0.8105;0.864;0.8372
22-06-13;0.8373;0.8105;0.864;0.8372
23-06-13;0.8373;0.8105;0.864;0.8372
24-06-13;0.8373;0.8105;0.864;0.8372
25-06-13;0.8373;0.8105;0.864;0.8372
26-06-13;0.8373;0.8105;0.864;0.8372
27-06-13;0.8373;0.8105;0.864;0.8372
28-06-13;0.8373;0.8105;0.864;0.8372
29-06-13;0.8373;0.8105;0.864;0.8372
30-06-13;0.8373;0.8105;0.864;0.8372
